condition,ils,replicate,sequence_length,analysis_model,unweighted_nrf,contracted_unweighted_nrf,weighted_nrf,hybrid_weighted_nrf,delta_weighted_minus_unweighted,delta_weighted_minus_contracted,delta_hybrid_minus_unweighted,delta_hybrid_minus_contracted
ils=low|rep=10|length=200|model=hky_g4,low,10,200,hky_g4,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=low|rep=10|length=200|model=hky,low,10,200,hky,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,-0.05555555555555555,0.05555555555555555,-0.05555555555555555,0.05555555555555555
ils=low|rep=10|length=200|model=jc,low,10,200,jc,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=high|rep=01|length=200|model=gtr_g4,high,1,200,gtr_g4,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.16666666666666666,-0.11111111111111113,-0.05555555555555555,-0.11111111111111113,-0.05555555555555555
ils=high|rep=01|length=200|model=gtr,high,1,200,gtr,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.2222222222222222,-0.05555555555555558,0.05555555555555555,-0.05555555555555558,0.05555555555555555
ils=high|rep=01|length=200|model=hky_g4,high,1,200,hky_g4,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,-0.2222222222222222,0.0,-0.2222222222222222,0.0
ils=high|rep=01|length=200|model=hky,high,1,200,hky,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
ils=high|rep=01|length=200|model=jc,high,1,200,jc,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,-0.1111111111111111,0.0,-0.1111111111111111,0.0
ils=high|rep=02|length=200|model=gtr_g4,high,2,200,gtr_g4,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.2777777777777778,-0.05555555555555558,-0.05555555555555558,0.0,0.0
ils=high|rep=02|length=200|model=gtr,high,2,200,gtr,0.2777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.055555555555555525,0.0,0.055555555555555525,0.0
ils=high|rep=02|length=200|model=hky_g4,high,2,200,hky_g4,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.2777777777777778,-0.05555555555555558,0.0,0.0,0.05555555555555558
ils=high|rep=02|length=200|model=hky,high,2,200,hky,0.2777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.055555555555555525,0.0,0.055555555555555525,0.0
ils=high|rep=02|length=200|model=jc,high,2,200,jc,0.2222222222222222,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.05555555555555558,0.0,0.05555555555555558,0.0
ils=high|rep=03|length=200|model=gtr_g4,high,3,200,gtr_g4,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.16666666666666666,-0.05555555555555555,0.1111111111111111,-0.05555555555555555,0.1111111111111111
ils=high|rep=03|length=200|model=gtr,high,3,200,gtr,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0
ils=high|rep=03|length=200|model=hky_g4,high,3,200,hky_g4,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.0,0.0,0.05555555555555555,0.05555555555555555
ils=high|rep=03|length=200|model=hky,high,3,200,hky,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
ils=high|rep=03|length=200|model=jc,high,3,200,jc,0.3333333333333333,0.2777777777777778,0.2777777777777778,0.3333333333333333,-0.055555555555555525,0.0,0.0,0.055555555555555525
ils=high|rep=04|length=200|model=gtr_g4,high,4,200,gtr_g4,0.4444444444444444,0.5,0.3333333333333333,0.3333333333333333,-0.1111111111111111,-0.16666666666666669,-0.1111111111111111,-0.16666666666666669
ils=high|rep=04|length=200|model=gtr,high,4,200,gtr,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.2777777777777778,-0.1111111111111111,0.0,-0.1111111111111111,0.0
ils=high|rep=04|length=200|model=hky_g4,high,4,200,hky_g4,0.3888888888888889,0.4444444444444444,0.2222222222222222,0.2777777777777778,-0.16666666666666669,-0.2222222222222222,-0.1111111111111111,-0.16666666666666663
ils=high|rep=04|length=200|model=hky,high,4,200,hky,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0,-0.1111111111111111,0.0,-0.1111111111111111
ils=high|rep=04|length=200|model=jc,high,4,200,jc,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.0,-0.16666666666666663,0.0,-0.16666666666666663
ils=high|rep=05|length=200|model=gtr_g4,high,5,200,gtr_g4,0.2222222222222222,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.05555555555555558,0.0,0.05555555555555558,0.0
ils=high|rep=05|length=200|model=gtr,high,5,200,gtr,0.2222222222222222,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.05555555555555558,0.0,0.05555555555555558,0.0
ils=high|rep=05|length=200|model=hky_g4,high,5,200,hky_g4,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0
ils=high|rep=05|length=200|model=hky,high,5,200,hky,0.2222222222222222,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.05555555555555558,0.0,0.05555555555555558,0.0
ils=high|rep=05|length=200|model=jc,high,5,200,jc,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=high|rep=06|length=200|model=gtr_g4,high,6,200,gtr_g4,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.05555555555555555,0.0,-0.05555555555555555,0.0
ils=high|rep=06|length=200|model=gtr,high,6,200,gtr,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
ils=high|rep=06|length=200|model=hky_g4,high,6,200,hky_g4,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1111111111111111,-0.05555555555555555,-0.05555555555555555,-0.05555555555555555,-0.05555555555555555
ils=high|rep=06|length=200|model=hky,high,6,200,hky,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=high|rep=06|length=200|model=jc,high,6,200,jc,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=high|rep=07|length=200|model=gtr_g4,high,7,200,gtr_g4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ils=high|rep=07|length=200|model=gtr,high,7,200,gtr,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
ils=high|rep=07|length=200|model=hky_g4,high,7,200,hky_g4,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,-0.05555555555555555,-0.05555555555555555
ils=high|rep=07|length=200|model=hky,high,7,200,hky,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
ils=high|rep=07|length=200|model=jc,high,7,200,jc,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.0,0.0,0.05555555555555555,0.05555555555555555
ils=high|rep=08|length=200|model=gtr_g4,high,8,200,gtr_g4,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.16666666666666666,-0.1111111111111111,-0.1111111111111111,0.0,0.0
ils=high|rep=08|length=200|model=gtr,high,8,200,gtr,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=high|rep=08|length=200|model=hky_g4,high,8,200,hky_g4,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.1111111111111111,-0.1111111111111111,-0.05555555555555555,-0.05555555555555555,0.0
ils=high|rep=08|length=200|model=hky,high,8,200,hky,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=high|rep=08|length=200|model=jc,high,8,200,jc,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
ils=high|rep=09|length=200|model=gtr_g4,high,9,200,gtr_g4,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0
ils=high|rep=09|length=200|model=gtr,high,9,200,gtr,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.16666666666666666,-0.05555555555555558,0.0,-0.11111111111111113,-0.05555555555555555
ils=high|rep=09|length=200|model=hky_g4,high,9,200,hky_g4,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.0,0.16666666666666669,0.05555555555555558
ils=high|rep=09|length=200|model=hky,high,9,200,hky,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0
ils=high|rep=09|length=200|model=jc,high,9,200,jc,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=high|rep=10|length=200|model=gtr_g4,high,10,200,gtr_g4,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.0,0.0,-0.05555555555555555
ils=high|rep=10|length=200|model=gtr,high,10,200,gtr,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=high|rep=10|length=200|model=hky_g4,high,10,200,hky_g4,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=high|rep=10|length=200|model=hky,high,10,200,hky,0.16666666666666666,0.2777777777777778,0.16666666666666666,0.16666666666666666,0.0,-0.11111111111111113,0.0,-0.11111111111111113
ils=high|rep=10|length=200|model=jc,high,10,200,jc,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.16666666666666666,-0.05555555555555555,-0.05555555555555555,-0.05555555555555555,-0.05555555555555555
